timestamp,factory_id,line_id,shift,product_id,order_id,planned_qty,produced_qty,scrap_qty,defects_count,defect_type,cycle_time_s,oee,availability,performance,quality,machine_state,downtime_reason,maintenance_type,maintenance_due_date,vibration_mm_s,temperature_c,pressure_bar,energy_kwh,operator_id,workorder_status
2025-11-03 07:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-9716,75,73,4,3,Misalignment,32.51,0.694,1.0,0.738,0.941,Running,None,Preventive,2025-11-06,1.786,39.3,6.49,12.188,OP-007,In-Progress
2025-11-03 07:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251103-8509,45,43,2,2,None,34.15,0.975,1.0,1.037,0.941,Running,None,Preventive,2025-11-04,1.704,36.98,7.0,11.267,OP-017,In-Progress
2025-11-03 07:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251103-2693,56,52,1,0,None,33.57,0.953,1.0,0.975,0.977,Running,None,Preventive,2025-11-04,2.333,39.68,6.47,10.94,OP-019,In-Progress
2025-11-03 07:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-8404,55,53,3,2,None,28.17,0.693,1.0,0.748,0.927,Running,None,Preventive,2025-11-05,2.24,37.07,6.71,11.621,OP-001,In-Progress
2025-11-03 07:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251103-6881,44,2,0,0,None,38.68,0.724,0.7,1.078,0.96,Maintenance,Inspection,Corrective,2025-11-10,1.57,33.51,5.3,6.533,OP-010,On-Hold
2025-11-03 07:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-5000,76,77,1,0,None,32.55,0.703,1.0,0.716,0.983,Running,None,Corrective,2025-11-05,1.484,39.18,6.87,12.284,OP-019,Completed
2025-11-03 07:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-9306,46,45,2,2,None,30.64,0.726,1.0,0.771,0.942,Running,None,Preventive,2025-11-10,1.512,38.61,5.96,12.601,OP-009,In-Progress
2025-11-03 07:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251103-4440,62,53,2,1,Scratch,42.91,0.821,1.0,0.856,0.96,Running,None,Corrective,2025-11-17,1.948,39.86,6.6,10.826,OP-013,In-Progress
2025-11-03 08:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-5980,74,71,2,2,Paint,44.92,0.698,1.0,0.722,0.967,Running,None,Corrective,2025-11-17,2.162,38.5,7.04,12.569,OP-005,In-Progress
2025-11-03 08:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Assembly,WO-20251103-8056,46,41,2,1,None,29.66,0.879,1.0,0.933,0.942,Running,None,Corrective,2025-11-17,2.183,37.53,6.4,12.872,OP-006,In-Progress
2025-11-03 08:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-8419,78,80,3,2,None,26.13,0.718,1.0,0.748,0.96,Running,None,Inspection,2025-11-06,2.308,35.99,6.88,11.082,OP-019,Completed
2025-11-03 08:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-8576,77,77,3,1,None,43.49,1.0,1.0,1.068,0.959,Running,None,Preventive,2025-11-04,2.087,38.78,6.36,11.407,OP-001,Completed
2025-11-03 08:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-4584,55,56,1,0,None,37.94,0.836,1.0,0.855,0.978,Running,None,Preventive,2025-11-04,1.465,37.53,6.26,11.351,OP-003,Completed
2025-11-03 08:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-6320,59,53,1,1,None,26.65,1.0,1.0,1.051,0.962,Running,None,Preventive,2025-11-10,1.532,39.3,6.41,12.124,OP-001,In-Progress
2025-11-03 08:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251103-8449,52,44,1,1,None,43.26,0.893,1.0,0.934,0.956,Running,None,Preventive,2025-11-04,2.542,37.03,6.31,12.543,OP-017,In-Progress
2025-11-03 08:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-5780,43,42,0,0,None,38.43,0.9,1.0,0.908,0.991,Running,None,Corrective,2025-11-06,2.027,40.56,6.85,12.654,OP-013,In-Progress
2025-11-03 08:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251103-7544,62,60,1,0,None,32.01,0.917,1.0,0.936,0.979,Running,None,Corrective,2025-11-05,1.945,39.37,6.77,11.741,OP-016,In-Progress
2025-11-03 08:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-6115,56,21,0,0,None,44.6,0.513,0.62,0.832,0.994,Idle,Quality Hold,Preventive,2025-11-04,1.17,31.89,5.16,5.647,OP-010,In-Progress
2025-11-03 08:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-7031,43,39,1,0,None,28.85,0.689,1.0,0.716,0.961,Running,None,Preventive,2025-11-03,1.776,39.91,6.26,11.205,OP-008,In-Progress
2025-11-03 08:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-3393,73,66,1,1,None,35.23,0.742,1.0,0.763,0.973,Running,None,Corrective,2025-11-17,1.69,37.45,6.55,11.705,OP-014,In-Progress
2025-11-03 09:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251103-9717,63,54,3,1,None,42.34,0.793,1.0,0.842,0.943,Running,None,Corrective,2025-11-04,1.804,38.94,6.59,11.753,OP-014,In-Progress
2025-11-03 09:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Assembly,WO-20251103-7229,64,9,0,0,None,35.74,0.653,0.681,0.998,0.96,Maintenance,Planned Maintenance,Corrective,2025-11-05,0.933,34.96,5.08,5.918,OP-012,On-Hold
2025-11-03 09:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251103-1876,76,9,0,0,None,28.73,0.362,0.485,0.769,0.969,Idle,Material Shortage,Inspection,2025-11-05,0.868,30.75,5.21,5.936,OP-006,In-Progress
2025-11-03 09:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-8489,67,23,0,0,None,43.59,0.599,0.662,0.929,0.974,Idle,None,Preventive,2025-11-05,1.428,30.93,5.0,5.258,OP-020,In-Progress
2025-11-03 09:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251103-5208,40,36,0,0,None,35.65,0.708,1.0,0.721,0.983,Running,None,Calibration,2025-11-06,2.304,38.54,6.32,11.608,OP-012,In-Progress
2025-11-03 09:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251103-4490,44,19,0,0,None,28.62,0.326,0.343,0.996,0.953,Changeover,Changeover,Preventive,2025-11-10,1.245,30.79,5.16,8.119,OP-017,On-Hold
2025-11-03 09:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-5820,44,42,1,1,None,34.04,0.951,1.0,0.986,0.965,Running,None,Corrective,2025-11-05,2.883,39.22,6.71,12.959,OP-005,In-Progress
2025-11-03 09:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-5033,79,75,0,0,None,38.87,0.765,1.0,0.767,0.997,Running,None,Inspection,2025-11-06,1.987,36.47,7.01,12.909,OP-014,In-Progress
2025-11-03 09:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251103-1950,43,43,1,0,Scratch,41.93,0.726,1.0,0.751,0.967,Running,None,Corrective,2025-11-04,2.151,39.66,6.37,11.753,OP-001,Completed
2025-11-03 09:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-1094,75,67,1,0,Misalignment,33.02,0.868,1.0,0.885,0.981,Running,None,Corrective,2025-11-06,1.55,36.97,6.58,13.073,OP-019,In-Progress
2025-11-03 09:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-1827,51,52,3,1,None,26.55,0.694,1.0,0.742,0.936,Running,None,Calibration,2025-11-04,1.802,39.34,6.31,12.817,OP-011,Completed
2025-11-03 09:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-5021,79,73,1,0,None,27.29,0.845,1.0,0.866,0.976,Running,None,Inspection,2025-11-05,2.323,39.32,6.48,12.872,OP-019,In-Progress
2025-11-03 10:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-5971,63,55,1,0,None,35.3,1.0,1.0,1.09,0.974,Running,None,Preventive,2025-11-06,2.07,39.81,6.83,11.902,OP-019,In-Progress
2025-11-03 10:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-2759,69,61,2,1,None,34.44,0.891,1.0,0.926,0.962,Running,None,Preventive,2025-11-06,2.602,38.31,6.42,10.958,OP-013,In-Progress
2025-11-03 10:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-6797,43,43,1,0,None,33.17,0.684,1.0,0.71,0.963,Running,None,Preventive,2025-11-03,2.509,39.06,6.78,11.175,OP-019,Completed
2025-11-03 10:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-9519,76,74,2,2,None,42.11,0.998,1.0,1.032,0.967,Running,None,Inspection,2025-11-04,2.246,37.54,6.18,11.753,OP-015,In-Progress
2025-11-03 10:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-9966,62,14,0,0,None,43.21,0.562,0.706,0.834,0.953,Changeover,Changeover,Preventive,2025-11-10,1.161,33.74,5.1,8.52,OP-001,On-Hold
2025-11-03 10:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251103-8083,61,53,2,1,None,34.7,0.864,1.0,0.905,0.954,Running,None,Corrective,2025-11-04,2.648,38.08,6.26,12.58,OP-003,In-Progress
2025-11-03 10:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-7809,73,62,0,0,None,38.03,1.0,1.0,1.032,0.993,Running,None,Preventive,2025-11-06,2.628,39.1,6.99,11.295,OP-013,In-Progress
2025-11-03 10:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Assembly,WO-20251103-3969,41,40,1,0,None,30.77,0.805,1.0,0.842,0.956,Running,None,Corrective,2025-11-05,1.299,36.49,6.67,12.526,OP-014,In-Progress
2025-11-03 10:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251103-7212,75,66,2,1,Paint,37.47,0.85,1.0,0.89,0.955,Running,None,Corrective,2025-11-10,1.288,38.47,6.19,11.627,OP-001,In-Progress
2025-11-03 10:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-8970,76,79,4,4,Paint,38.81,0.854,1.0,0.909,0.94,Running,None,Corrective,2025-11-10,2.276,36.81,6.89,11.008,OP-003,Completed
2025-11-03 10:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Assembly,WO-20251103-7609,54,46,1,1,None,36.12,0.859,1.0,0.889,0.966,Running,None,Preventive,2025-11-04,1.765,38.23,6.61,11.551,OP-012,In-Progress
2025-11-03 10:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-2500,70,28,1,0,None,29.6,0.26,0.378,0.731,0.941,Changeover,Changeover,Preventive,2025-11-03,0.842,30.97,5.58,8.314,OP-018,On-Hold
2025-11-03 11:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-6468,57,53,1,1,None,25.0,0.747,1.0,0.774,0.964,Running,None,Preventive,2025-11-04,1.74,39.99,7.28,11.722,OP-013,In-Progress
2025-11-03 11:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-9190,59,52,1,0,None,29.67,0.692,1.0,0.717,0.966,Running,None,Corrective,2025-11-05,2.094,36.39,6.49,10.843,OP-007,In-Progress
2025-11-03 11:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-2828,45,5,0,0,None,39.87,0.278,0.342,0.861,0.943,Breakdown,Unplanned Breakdown,Preventive,2025-11-04,0.999,32.42,5.39,4.27,OP-005,Planned
2025-11-03 11:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-1936,42,16,0,0,None,36.95,0.508,0.641,0.804,0.985,Changeover,Changeover,Preventive,2025-11-10,1.199,33.14,5.25,8.024,OP-017,On-Hold
2025-11-03 11:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251103-1892,64,61,1,1,Crack,42.24,0.995,1.0,1.024,0.972,Running,None,Preventive,2025-11-05,2.042,37.22,6.24,12.373,OP-015,In-Progress
2025-11-03 11:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-4972,65,67,2,1,Misalignment,38.24,0.88,1.0,0.918,0.959,Running,None,Preventive,2025-11-10,2.693,40.06,6.55,12.875,OP-016,Completed
2025-11-03 11:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-2704,64,19,0,0,None,34.31,0.585,0.871,0.702,0.956,Idle,None,Corrective,2025-11-03,1.139,31.68,5.27,5.852,OP-013,In-Progress
2025-11-03 11:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251103-1294,71,64,1,0,None,41.37,0.736,1.0,0.751,0.98,Running,None,Preventive,2025-11-10,1.868,38.31,6.49,11.48,OP-002,In-Progress
2025-11-03 11:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-6084,59,50,3,2,None,31.92,0.89,1.0,0.948,0.939,Running,None,Preventive,2025-11-03,1.79,35.95,6.61,10.91,OP-004,In-Progress
2025-11-03 11:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-4356,56,57,3,3,None,40.46,0.74,1.0,0.792,0.934,Running,None,Corrective,2025-11-05,1.773,38.22,5.95,11.115,OP-004,Completed
2025-11-03 11:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251103-4056,57,18,0,0,None,41.9,0.72,0.795,0.95,0.953,Changeover,Changeover,Preventive,2025-11-05,1.397,32.91,5.57,7.41,OP-012,On-Hold
2025-11-03 11:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-2875,48,45,1,1,None,31.21,0.845,1.0,0.882,0.957,Running,None,Corrective,2025-11-05,1.725,36.64,6.45,10.828,OP-004,In-Progress
2025-11-03 12:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251103-6420,77,18,0,0,None,27.85,0.571,0.624,0.947,0.965,Idle,None,Corrective,2025-11-05,1.211,31.19,5.13,5.723,OP-001,In-Progress
2025-11-03 12:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-2949,52,48,2,2,None,29.0,0.733,1.0,0.767,0.956,Running,None,Inspection,2025-11-03,2.37,35.87,6.92,11.051,OP-001,In-Progress
2025-11-03 12:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-1552,51,7,0,0,None,38.22,0.588,0.659,0.939,0.95,Maintenance,Calibration,Preventive,2025-11-04,1.19,34.62,5.03,6.341,OP-018,On-Hold
2025-11-03 12:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-8179,52,50,1,1,None,33.67,0.694,1.0,0.717,0.967,Running,None,Preventive,2025-11-05,1.201,33.95,6.65,11.188,OP-012,In-Progress
2025-11-03 12:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-7236,72,17,0,0,None,37.58,0.754,0.778,1.007,0.962,Changeover,Changeover,Preventive,2025-11-06,2.378,33.01,5.49,8.008,OP-015,On-Hold
2025-11-03 12:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-2394,42,41,1,1,None,28.59,0.773,1.0,0.795,0.973,Running,None,Preventive,2025-11-05,1.883,38.79,6.6,13.131,OP-012,In-Progress
2025-11-03 12:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251103-2646,78,75,2,1,Paint,38.13,0.803,1.0,0.83,0.967,Running,None,Preventive,2025-11-03,1.891,35.76,6.03,12.656,OP-014,In-Progress
2025-11-03 12:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251103-6897,69,64,3,2,None,32.59,0.893,1.0,0.942,0.948,Running,None,Preventive,2025-11-10,2.071,38.23,6.95,11.656,OP-012,In-Progress
2025-11-03 12:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251103-2925,59,50,2,1,None,34.04,1.0,1.0,1.074,0.945,Running,None,Inspection,2025-11-04,2.004,38.1,6.32,11.559,OP-012,In-Progress
2025-11-03 12:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251103-1125,64,65,3,3,None,27.79,0.669,1.0,0.712,0.94,Running,None,Inspection,2025-11-06,2.258,32.21,6.22,11.539,OP-002,Completed
2025-11-03 12:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-7812,44,1,0,0,None,41.62,0.835,0.862,1.007,0.962,Breakdown,Unplanned Breakdown,Corrective,2025-11-10,1.256,31.95,5.39,3.69,OP-006,Planned
2025-11-03 12:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251103-9125,45,46,1,0,None,40.3,1.0,1.0,1.07,0.965,Running,None,Preventive,2025-11-05,1.843,36.98,6.74,11.852,OP-002,Completed
2025-11-03 13:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-3772,40,37,0,0,None,29.75,0.83,1.0,0.849,0.978,Running,None,Corrective,2025-11-06,1.72,41.11,6.55,11.345,OP-015,In-Progress
2025-11-03 13:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-7228,41,35,0,0,None,36.6,0.898,1.0,0.913,0.983,Running,None,Inspection,2025-11-10,2.23,34.93,6.7,12.259,OP-008,In-Progress
2025-11-03 13:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-1406,55,56,2,2,None,32.03,0.709,1.0,0.741,0.958,Running,None,Calibration,2025-11-05,1.606,37.87,6.24,11.966,OP-011,Completed
2025-11-03 13:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251103-8311,75,69,1,1,Crack,28.69,0.803,1.0,0.818,0.981,Running,None,Preventive,2025-11-10,1.94,38.13,6.25,12.704,OP-010,In-Progress
2025-11-03 13:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251103-7284,65,63,3,2,Misalignment,29.74,0.948,1.0,1.012,0.937,Running,None,Preventive,2025-11-06,2.499,37.4,6.41,11.46,OP-009,In-Progress
2025-11-03 13:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251103-4040,44,43,1,0,None,37.84,0.912,1.0,0.943,0.967,Running,None,Preventive,2025-11-06,1.452,38.91,6.33,12.112,OP-018,In-Progress
2025-11-03 13:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251103-5358,42,39,2,1,None,43.11,0.948,1.0,1.009,0.939,Running,None,Preventive,2025-11-05,2.686,36.96,6.84,11.436,OP-018,In-Progress
2025-11-03 13:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251103-1707,41,35,0,0,None,38.6,0.782,1.0,0.792,0.987,Running,None,Preventive,2025-11-17,1.468,39.65,6.05,11.896,OP-013,In-Progress
2025-11-03 13:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251103-1661,75,7,0,0,None,33.45,0.569,0.834,0.7,0.974,Breakdown,Unplanned Breakdown,Preventive,2025-11-05,1.353,33.05,5.19,3.841,OP-012,Planned
2025-11-03 13:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251103-7099,40,13,0,0,None,27.55,0.826,0.837,1.013,0.975,Changeover,Changeover,Inspection,2025-11-03,0.668,32.45,4.96,8.334,OP-008,On-Hold
2025-11-03 13:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251103-6962,62,15,0,0,None,42.03,0.448,0.436,1.072,0.96,Idle,Quality Hold,Inspection,2025-11-10,1.667,33.68,5.07,5.078,OP-003,In-Progress
2025-11-03 13:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251103-8693,54,47,0,0,None,37.82,1.0,1.0,1.029,0.981,Running,None,Preventive,2025-11-10,1.88,40.63,7.24,11.118,OP-009,In-Progress
2025-11-03 14:00:00,FRA-PLANT-01,Line-A,Shift-2,P-Gadget,WO-20251103-2960,64,55,3,1,None,40.53,0.705,1.0,0.749,0.941,Running,None,Preventive,2025-11-03,1.816,31.22,6.72,12.226,OP-006,In-Progress
2025-11-03 14:00:00,FRA-PLANT-01,Line-B,Shift-2,P-Gadget,WO-20251103-7610,44,41,1,0,Dimensions,27.84,0.716,1.0,0.749,0.957,Running,None,Corrective,2025-11-03,1.749,37.33,6.59,11.528,OP-019,In-Progress
2025-11-03 14:00:00,FRA-PLANT-01,Line-C,Shift-2,P-Assembly,WO-20251103-7928,78,69,4,4,None,33.1,0.905,1.0,0.962,0.941,Running,None,Preventive,2025-11-04,3.08,38.85,5.92,11.65,OP-005,In-Progress
2025-11-03 14:15:00,FRA-PLANT-01,Line-A,Shift-2,P-Assembly,WO-20251103-5481,54,53,2,2,None,37.59,0.741,1.0,0.78,0.951,Running,None,Corrective,2025-11-04,1.826,35.61,6.46,10.955,OP-006,In-Progress
2025-11-03 14:15:00,FRA-PLANT-01,Line-B,Shift-2,P-Widget,WO-20251103-6887,73,72,0,0,None,34.19,1.0,1.0,1.014,1.0,Running,None,Preventive,2025-11-05,1.552,37.11,6.84,12.941,OP-004,In-Progress
2025-11-03 14:15:00,FRA-PLANT-01,Line-C,Shift-2,P-Assembly,WO-20251103-4897,60,19,0,0,None,42.79,0.611,0.593,1.053,0.979,Changeover,Changeover,Preventive,2025-11-03,1.304,27.68,5.19,7.369,OP-008,On-Hold
2025-11-03 14:30:00,FRA-PLANT-01,Line-A,Shift-2,P-Gadget,WO-20251103-4456,63,53,0,0,None,44.83,1.0,1.0,1.088,1.0,Running,None,Corrective,2025-11-05,2.478,38.37,6.32,13.062,OP-013,In-Progress
2025-11-03 14:30:00,FRA-PLANT-01,Line-B,Shift-2,P-Assembly,WO-20251103-6439,77,73,3,3,None,38.35,0.674,1.0,0.704,0.957,Running,None,Preventive,2025-11-17,1.953,38.49,6.44,11.413,OP-010,In-Progress
2025-11-03 14:30:00,FRA-PLANT-01,Line-C,Shift-2,P-Assembly,WO-20251103-3196,51,44,2,1,None,28.13,0.677,1.0,0.717,0.943,Running,None,Corrective,2025-11-05,2.081,37.94,6.25,11.066,OP-004,In-Progress
2025-11-03 14:45:00,FRA-PLANT-01,Line-A,Shift-2,P-Widget,WO-20251103-3461,60,56,0,0,None,30.17,0.903,1.0,0.918,0.984,Running,None,Preventive,2025-11-04,2.64,40.27,6.61,12.327,OP-020,In-Progress
2025-11-03 14:45:00,FRA-PLANT-01,Line-B,Shift-2,P-Widget,WO-20251103-9853,64,20,0,0,None,44.3,0.448,0.617,0.76,0.954,Idle,Material Shortage,Corrective,2025-11-10,1.002,30.64,5.64,5.327,OP-011,In-Progress
